00000,01000,00100,01100,00010,01010,00110,01110,00001,01001,00101,01101,00011,01011,00111,01111
0,1,0,1,4,0,0,0,5,0,0,1,1,0,0,28
0,9,8,3,0,0,0,0,5,0,0,0,2,1,3,51
0,2,7,6,3,0,0,0,8,0,0,0,8,0,1,67
0,1,2,0,1,0,0,0,2,0,0,0,0,2,0,21
0,2,5,1,0,0,0,1,0,0,0,1,0,3,0,25
0,4,12,33,20,0,0,1,16,0,0,0,25,2,1,185
0,2,15,2,7,0,0,1,12,0,0,0,7,1,0,114
0,1,3,3,2,0,0,0,8,0,0,0,3,0,0,48
0,1,1,1,0,0,0,1,2,0,0,0,0,0,0,28
0,10,64,16,12,0,0,0,9,0,0,1,22,33,1,217
0,5,8,5,5,0,0,0,7,0,0,0,18,0,0,122
0,0,3,0,5,0,0,0,2,0,0,0,0,0,0,21
0,0,0,3,1,0,0,2,8,0,0,0,1,0,0,27
0,0,0,3,0,0,0,0,5,0,0,1,1,0,0,54
0,4,3,1,1,0,0,4,3,0,0,0,1,0,0,51
0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,41
0,0,12,1,4,0,0,0,3,0,0,3,0,0,0,69
0,0,1,9,0,0,0,0,0,0,0,0,6,0,0,38
0,5,1,28,13,0,0,0,16,0,0,0,24,0,0,129
0,4,4,10,4,0,0,1,2,0,0,0,11,0,0,63
0,0,3,14,2,0,0,0,3,0,0,0,14,1,0,94
0,1,4,5,0,0,0,0,2,0,0,0,7,0,0,33
0,1,5,15,0,0,0,0,1,0,0,0,24,0,0,80
0,1,1,9,1,0,0,0,2,0,0,0,10,0,0,15
0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,18
0,2,1,16,5,0,0,0,8,0,0,0,21,0,0,59
0,1,5,25,2,0,0,1,5,0,0,3,25,0,0,58
0,1,2,24,2,0,0,2,10,0,0,2,18,1,0,96
0,1,11,0,1,2,0,0,6,0,0,0,1,4,0,76
0,0,8,0,0,1,0,1,4,0,0,0,0,1,0,39
0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,19
0,2,2,7,2,0,0,0,8,0,0,1,8,0,0,56
0,2,0,4,1,0,0,1,2,0,0,0,2,0,0,28
0,1,2,0,4,0,0,0,1,0,0,0,0,0,0,22
0,1,0,3,2,0,0,0,3,0,0,0,2,1,0,33
0,2,0,3,2,0,0,0,2,0,0,0,6,0,0,44
0,0,1,8,0,0,0,1,2,0,0,0,9,0,0,29
0,2,1,5,3,0,0,0,5,0,0,0,22,0,0,87
0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,27
0,1,1,9,3,0,0,0,3,0,0,0,5,0,0,61
0,2,0,5,0,0,0,0,2,0,0,0,5,0,1,64
0,1,3,9,1,0,0,0,3,0,0,0,8,0,0,67
0,0,2,10,0,0,0,0,1,0,0,0,6,0,0,17
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,24
0,0,1,3,0,0,0,0,1,0,0,0,2,0,0,3
0,1,3,2,1,0,0,0,3,0,0,0,0,0,0,8
