00000,01000,00100,01100,00010,01010,00110,01110,00001,01001,00101,01101,00011,01011,00111,01111
0,0,4,0,0,2,0,1,8,0,0,0,1,0,0,48
0,0,1,0,2,1,0,0,3,0,5,0,0,0,0,44
0,0,2,2,0,2,0,3,9,0,1,0,0,0,0,19
0,1,3,0,0,6,0,0,6,0,9,0,0,1,0,17
0,0,0,0,0,5,0,0,1,0,4,0,1,0,0,15
0,1,5,0,10,12,0,0,4,0,13,0,0,0,0,30
0,0,4,0,5,4,0,0,0,0,26,1,2,1,0,25
0,2,3,0,7,7,0,0,3,0,9,0,0,2,0,29
0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,21
0,0,3,0,7,0,0,0,5,0,1,0,0,0,0,43
0,0,3,0,7,2,0,1,5,0,4,0,2,0,0,21
0,0,2,1,2,3,0,0,4,0,13,0,0,0,1,35
0,2,5,0,7,11,0,2,6,0,18,2,1,1,0,37
0,0,0,2,0,1,0,0,2,0,1,0,0,0,0,12
0,1,2,0,3,3,0,0,0,0,6,0,0,0,0,17
0,1,15,3,9,31,0,0,11,0,11,0,2,5,0,16
0,12,14,0,27,31,0,0,10,1,35,1,4,1,3,60
0,4,10,0,10,9,0,0,12,0,12,1,1,0,0,44
0,16,7,4,28,12,0,3,8,0,15,2,2,1,7,105
0,1,2,0,4,6,0,1,1,0,4,0,1,1,0,24
0,1,11,1,5,5,0,0,10,0,14,2,2,2,1,46
0,1,4,0,1,8,0,1,3,0,15,0,1,1,0,27
0,1,7,2,5,2,0,1,6,0,22,0,0,0,0,35
0,1,2,0,4,3,0,0,4,0,6,0,1,0,0,14
0,4,17,1,8,14,0,0,9,0,20,0,5,1,0,77
0,4,3,0,2,5,0,0,5,0,20,0,0,1,1,21
0,2,6,2,4,1,0,0,1,0,20,0,3,1,1,25
0,0,12,4,6,1,0,0,3,0,12,0,4,4,0,57
0,0,4,3,4,2,0,0,1,0,6,1,5,0,2,15
0,1,6,0,3,5,0,0,1,0,29,0,2,3,1,16
0,4,1,0,6,9,0,1,3,0,10,2,1,2,2,10
0,0,0,9,0,0,0,0,0,0,0,0,16,0,0,50
0,0,5,1,0,0,0,0,1,0,0,0,3,1,0,14
0,0,1,0,2,2,0,0,2,0,2,0,0,0,0,20
0,1,9,0,9,28,0,1,11,0,28,0,2,0,1,37
0,1,1,1,3,2,0,0,4,0,7,0,4,0,0,43
0,0,2,0,2,7,0,1,4,0,10,1,2,0,0,26
0,0,2,0,0,2,0,0,1,0,5,0,0,0,0,7
0,3,1,1,4,3,0,0,5,0,4,0,1,0,0,21
0,6,9,0,9,33,0,1,5,0,17,3,1,1,1,35
